0,0,1.0
2,0,1.0
3,0,1000.0
0,1,2.0
2,1,1.0
3,1,1000.0
0,2,3.0
2,2,1.0
3,2,1000.0
0,3,4.0
2,3,1.0
3,3,1000.0
0,4,5.0
2,4,1.0
3,4,1000.0
0,5,6.0
2,5,1.0
3,5,1000.0
0,6,7.0
2,6,1.0
3,6,1000.0
0,7,8.0
2,7,1.0
3,7,1000.0
0,8,9.0
2,8,1.0
3,8,1000.0
0,9,10.0
2,9,1.0
3,9,1000.0
0,10,11.0
2,10,1.0
3,10,1000.0
0,11,12.0
2,11,1.0
3,11,1000.0
0,12,13.0
2,12,1.0
3,12,1000.0
0,13,14.0
2,13,1.0
3,13,1000.0
0,14,15.0
2,14,1.0
3,14,1000.0
0,15,16.0
2,15,1.0
3,15,1000.0
0,16,17.0
2,16,1.0
3,16,1000.0
0,17,18.0
2,17,1.0
3,17,1000.0
0,18,19.0
2,18,1.0
3,18,1000.0
0,19,20.0
2,19,1.0
3,19,1000.0
0,20,21.0
2,20,1.0
3,20,1000.0
0,21,22.0
2,21,1.0
3,21,1000.0
0,22,23.0
3,22,1000.0
0,23,24.0
2,23,1.0
3,23,1000.0
0,24,25.0
2,24,1.0
3,24,1000.0
0,25,26.0
2,25,1.0
3,25,1000.0
0,26,27.0
2,26,1.0
3,26,1000.0
0,27,28.0
2,27,1.0
3,27,1000.0
0,28,29.0
2,28,1.0
3,28,1000.0
0,29,30.0
3,29,1000.0
0,30,31.0
3,30,1000.0
0,31,32.0
3,31,1000.0
0,32,33.0
3,32,1000.0
0,33,34.0
3,33,1000.0
0,34,35.0
3,34,1000.0
0,35,36.0
3,35,1000.0
0,36,37.0
3,36,1000.0
0,37,38.0
2,37,1.0
3,37,1000.0
0,38,39.0
2,38,1.0
3,38,1000.0
0,39,40.0
3,39,1000.0
0,40,41.0
2,40,1.0
3,40,1000.0
0,41,42.0
2,41,1.0
3,41,1000.0
0,42,43.0
2,42,1.0
3,42,1000.0
0,43,44.0
2,43,1.0
3,43,1000.0
0,44,45.0
2,44,1.0
3,44,1000.0
0,45,46.0
2,45,1.0
3,45,1000.0
0,46,47.0
2,46,1.0
3,46,1000.0
0,47,48.0
2,47,1.0
3,47,1000.0
0,48,49.0
2,48,1.0
3,48,1000.0
0,49,50.0
2,49,1.0
3,49,1000.0
0,50,51.0
3,50,1000.0
0,51,52.0
3,51,1000.0
0,52,53.0
2,52,1.0
3,52,1000.0
0,53,54.0
2,53,1.0
3,53,1000.0
0,54,55.0
2,54,1.0
3,54,1000.0
0,55,56.0
2,55,1.0
3,55,1000.0
0,56,57.0
2,56,1.0
3,56,1000.0
0,57,58.0
2,57,1.0
3,57,1000.0
0,58,59.0
2,58,1.0
3,58,1000.0
0,59,60.0
2,59,1.0
3,59,1000.0
0,60,61.0
2,60,1.0
3,60,1000.0
0,61,62.0
2,61,1.0
3,61,1000.0
0,62,63.0
2,62,1.0
3,62,1000.0
0,63,64.0
2,63,1.0
3,63,1000.0
0,64,65.0
2,64,1.0
3,64,1000.0
0,65,66.0
2,65,1.0
3,65,1000.0
0,66,67.0
2,66,1.0
3,66,1000.0
0,67,68.0
2,67,1.0
3,67,1000.0
0,68,69.0
2,68,1.0
3,68,1000.0
0,69,70.0
2,69,1.0
3,69,1000.0
0,70,71.0
2,70,1.0
3,70,1000.0
0,71,72.0
2,71,1.0
3,71,1000.0
0,72,73.0
2,72,1.0
3,72,1000.0
0,73,74.0
2,73,1.0
3,73,1000.0
0,74,75.0
2,74,1.0
3,74,1000.0
0,75,76.0
2,75,1.0
3,75,1000.0
0,76,77.0
2,76,1.0
3,76,1000.0
0,77,78.0
2,77,1.0
3,77,1000.0
0,78,79.0
2,78,1.0
3,78,1000.0
0,79,80.0
2,79,1.0
3,79,1000.0
0,80,81.0
2,80,1.0
3,80,1000.0
0,81,82.0
2,81,1.0
3,81,1000.0
0,82,83.0
2,82,1.0
3,82,1000.0
0,83,84.0
2,83,1.0
3,83,1000.0
0,84,85.0
2,84,1.0
3,84,1000.0
0,85,86.0
2,85,1.0
3,85,1000.0
0,86,87.0
2,86,1.0
3,86,1000.0
0,87,88.0
2,87,1.0
3,87,1000.0
0,88,89.0
2,88,1.0
3,88,1000.0
0,89,90.0
2,89,1.0
3,89,1000.0
0,90,91.0
2,90,1.0
3,90,1000.0
0,91,92.0
2,91,1.0
3,91,1000.0
