Frame_Num,Water_Detected,Hands_in_Water,Soap_Score,Expected_Water_Detection,Expected_Water_Location,Expected_Soap_Score
1.0,0.0,0.0,461171.7578947351,0.0,0.0,0.
2.0,0.0,0.0,598208.7578947351,0.0,0.0,0.
3.0,0.0,0.0,618830.7578947351,0.0,0.0,0.
4.0,0.0,0.0,645222.7578947351,0.0,0.0,0.
5.0,0.0,0.0,740185.7578947351,0.0,0.0,0.
6.0,0.0,0.0,608426.7578947351,0.0,0.0,0.
7.0,0.0,0.0,620194.7578947351,0.0,0.0,0.
8.0,0.0,0.0,582423.7578947351,0.0,0.0,0.
9.0,0.0,0.0,539437.7578947351,0.0,0.0,0.
10.0,0.0,0.0,508443.7578947351,0.0,0.0,0.
11.0,0.0,0.0,612377.7578947351,0.0,0.0,0.
12.0,0.0,0.0,589739.7578947351,0.0,0.0,0.
13.0,0.0,0.0,760926.7578947351,0.0,0.0,0.
14.0,0.0,0.0,484049.7578947351,0.0,0.0,0.
15.0,0.0,0.0,412261.7578947351,0.0,0.0,0.
16.0,0.0,0.0,403520.7578947351,0.0,0.0,0.
17.0,0.0,0.0,433783.7578947351,0.0,0.0,0.
18.0,0.0,0.0,639247.7578947351,0.0,0.0,0.
19.0,0.0,0.0,701668.7578947351,0.0,0.0,0.
20.0,0.0,0.0,659928.7578947351,0.0,0.0,0.
21.0,0.0,0.0,679045.7578947351,0.0,0.0,0.
22.0,0.0,0.0,663754.7578947351,0.0,0.0,0.
23.0,0.0,0.0,953338.7578947351,0.0,0.0,0.
24.0,0.0,0.0,496290.7578947351,0.0,0.0,0.
25.0,0.0,0.0,359594.7578947351,0.0,0.0,0.
26.0,0.0,0.0,514910.7578947351,0.0,0.0,0.
27.0,0.0,0.0,575406.7578947351,0.0,0.0,0.
28.0,0.0,0.0,566936.7578947351,0.0,0.0,0.
29.0,0.0,0.0,520647.7578947351,0.0,0.0,0.
30.0,0.0,0.0,580294.7578947351,0.0,0.0,0.
31.0,0.0,0.0,597547.7578947351,0.0,0.0,0.
32.0,0.0,0.0,571146.7578947351,0.0,0.0,0.
33.0,0.0,0.0,451214.7578947351,0.0,0.0,0.
34.0,0.0,0.0,419654.7578947351,0.0,0.0,0.
35.0,0.0,0.0,431058.7578947351,0.0,0.0,0.
36.0,0.0,0.0,430860.7578947351,0.0,0.0,0.
37.0,0.0,0.0,605071.7578947351,0.0,0.0,0.
38.0,0.0,0.0,436573.7578947351,0.0,0.0,0.
39.0,0.0,0.0,424254.7578947351,0.0,0.0,0.
40.0,0.0,0.0,458650.7578947351,0.0,0.0,0.
41.0,0.0,0.0,623733.7578947351,0.0,0.0,0.
42.0,0.0,0.0,448069.7578947351,0.0,0.0,0.
43.0,0.0,0.0,582213.7578947351,0.0,0.0,0.
44.0,0.0,0.0,558246.7578947351,0.0,0.0,0.
45.0,0.0,0.0,601282.7578947351,0.0,0.0,0.
46.0,0.0,0.0,534798.7578947351,0.0,0.0,0.
47.0,0.0,0.0,764148.7578947351,0.0,0.0,0.
48.0,0.0,0.0,693130.7578947351,0.0,0.0,0.
49.0,0.0,0.0,446458.7578947351,0.0,0.0,0.
50.0,0.0,0.0,507905.7578947351,0.0,0.0,0.
51.0,0.0,0.0,625147.7578947351,0.0,0.0,0.
52.0,0.0,0.0,639772.7578947351,0.0,0.0,0.
53.0,0.0,0.0,745886.7578947351,0.0,0.0,0.
54.0,0.0,0.0,642067.7578947351,0.0,0.0,0.
55.0,0.0,0.0,748978.7578947351,0.0,0.0,0.
56.0,0.0,0.0,696865.7578947351,0.0,0.0,0.
57.0,0.0,0.0,649672.7578947351,0.0,0.0,0.
58.0,0.0,0.0,629889.7578947351,0.0,0.0,0.
59.0,0.0,0.0,632860.7578947351,0.0,0.0,0.
60.0,0.0,0.0,659174.7578947351,0.0,0.0,0.
61.0,0.0,0.0,691009.7578947351,0.0,0.0,0.
62.0,0.0,0.0,678585.7578947351,0.0,0.0,0.
63.0,0.0,0.0,580610.7578947351,0.0,0.0,0.
64.0,0.0,0.0,398824.2421052649,0.0,0.0,0.
65.0,0.0,0.0,515187.7578947351,0.0,0.0,0.
66.0,0.0,0.0,595608.7578947351,0.0,0.0,0.
67.0,0.0,0.0,511779.7578947351,0.0,0.0,0.
68.0,0.0,0.0,407816.7578947351,0.0,0.0,0.
69.0,0.0,0.0,410585.7578947351,0.0,0.0,0.
70.0,0.0,0.0,384290.7578947351,0.0,0.0,0.
71.0,0.0,0.0,390487.7578947351,0.0,0.0,0.
72.0,0.0,0.0,416457.2421052649,0.0,0.0,0.
73.0,0.0,0.0,387972.7578947351,0.0,0.0,0.
74.0,0.0,0.0,401026.2421052649,0.0,0.0,0.
75.0,0.0,0.0,385730.7578947351,0.0,0.0,0.
76.0,0.0,0.0,438595.2421052649,0.0,0.0,0.
77.0,0.0,0.0,437522.2421052649,0.0,0.0,0.
78.0,0.0,0.0,451982.7578947351,0.0,0.0,0.
79.0,0.0,0.0,451513.2421052649,0.0,0.0,0.
80.0,0.0,0.0,494995.7578947351,0.0,0.0,0.
81.0,0.0,0.0,487020.7578947351,0.0,0.0,0.
82.0,0.0,0.0,463987.7578947351,0.0,0.0,0.
83.0,0.0,0.0,463757.7578947351,0.0,0.0,0.
84.0,0.0,0.0,481817.7578947351,0.0,0.0,0.
85.0,0.0,0.0,487477.7578947351,0.0,0.0,0.
86.0,0.0,0.0,511470.7578947351,0.0,0.0,0.
87.0,0.0,0.0,564087.7578947351,0.0,0.0,0.
88.0,0.0,0.0,575258.7578947351,0.0,0.0,0.
89.0,0.0,0.0,580055.7578947351,0.0,0.0,0.
90.0,0.0,0.0,538922.7578947351,0.0,0.0,0.
91.0,0.0,0.0,616474.7578947351,0.0,0.0,0.
92.0,0.0,0.0,620767.7578947351,0.0,0.0,0.
93.0,0.0,0.0,681887.7578947351,0.0,0.0,0.
94.0,0.0,0.0,666833.7578947351,0.0,0.0,0.
95.0,0.0,0.0,558012.7578947351,0.0,0.0,0.
96.0,0.0,0.0,559555.7578947351,0.0,0.0,0.
97.0,0.0,0.0,649696.7578947351,0.0,0.0,0.
98.0,0.0,0.0,646316.7578947351,0.0,0.0,0.
99.0,0.0,0.0,654863.7578947351,0.0,0.0,0.
100.0,0.0,0.0,621978.7578947351,0.0,0.0,0.
101.0,0.0,0.0,498023.7578947351,0.0,0.0,0.
102.0,0.0,0.0,501061.7578947351,0.0,0.0,0.
103.0,0.0,0.0,496976.7578947351,0.0,0.0,0.
104.0,0.0,0.0,623890.7578947351,0.0,0.0,0.
105.0,0.0,0.0,752383.7578947351,0.0,0.0,0.
106.0,0.0,0.0,770034.7578947351,0.0,0.0,0.
107.0,0.0,0.0,595926.7578947351,0.0,0.0,0.
108.0,0.0,0.0,709383.7578947351,0.0,0.0,0.
109.0,0.0,0.0,469928.7578947351,0.0,0.0,0.
110.0,0.0,0.0,416547.7578947351,0.0,0.0,0.
111.0,0.0,0.0,363409.7578947351,0.0,0.0,0.
112.0,0.0,0.0,419613.7578947351,0.0,0.0,0.
113.0,0.0,0.0,522543.7578947351,0.0,0.0,0.
114.0,0.0,0.0,644909.7578947351,0.0,0.0,0.
115.0,0.0,0.0,616299.7578947351,0.0,0.0,0.
116.0,0.0,0.0,587129.7578947351,0.0,0.0,0.
117.0,0.0,0.0,417033.7578947351,0.0,0.0,0.
118.0,0.0,0.0,439272.7578947351,0.0,0.0,0.
119.0,0.0,0.0,410480.7578947351,0.0,0.0,0.
120.0,0.0,0.0,419064.7578947351,0.0,0.0,0.
121.0,0.0,0.0,436063.7578947351,0.0,0.0,0.
122.0,0.0,0.0,418042.7578947351,0.0,0.0,0.
123.0,0.0,0.0,428847.7578947351,0.0,0.0,0.
124.0,0.0,0.0,429254.7578947351,0.0,0.0,0.
125.0,0.0,0.0,433706.7578947351,0.0,0.0,0.
126.0,0.0,0.0,471557.7578947351,0.0,0.0,0.
127.0,0.0,0.0,484989.7578947351,0.0,0.0,0.
128.0,0.0,0.0,404125.7578947351,0.0,0.0,0.
129.0,0.0,0.0,460034.7578947351,0.0,0.0,0.
130.0,0.0,0.0,580529.7578947351,0.0,0.0,0.
131.0,0.0,0.0,579685.7578947351,0.0,0.0,0.
132.0,0.0,0.0,664996.7578947351,0.0,0.0,0.
133.0,0.0,0.0,917595.7578947351,0.0,0.0,0.
134.0,0.0,0.0,414868.7578947351,0.0,0.0,0.
135.0,0.0,0.0,426581.7578947351,0.0,0.0,0.
136.0,0.0,0.0,396885.7578947351,0.0,0.0,0.
137.0,0.0,0.0,433999.7578947351,0.0,0.0,0.
138.0,0.0,0.0,425003.7578947351,0.0,0.0,0.
139.0,0.0,0.0,458007.7578947351,0.0,0.0,0.
140.0,0.0,0.0,584303.7578947351,0.0,0.0,0.
141.0,0.0,0.0,681948.7578947351,0.0,0.0,0.
142.0,0.0,0.0,448107.7578947351,0.0,0.0,0.
143.0,0.0,0.0,393887.7578947351,0.0,0.0,0.
144.0,0.0,0.0,428579.7578947351,0.0,0.0,0.
145.0,0.0,0.0,453455.7578947351,0.0,0.0,0.
146.0,0.0,0.0,469219.7578947351,0.0,0.0,0.
147.0,0.0,0.0,582984.7578947351,0.0,0.0,0.
148.0,0.0,0.0,460041.7578947351,0.0,0.0,0.
149.0,0.0,0.0,502562.7578947351,0.0,0.0,0.
150.0,0.0,0.0,485499.7578947351,0.0,0.0,0.
151.0,0.0,0.0,509704.7578947351,0.0,0.0,0.
152.0,0.0,0.0,500845.7578947351,0.0,0.0,0.
153.0,0.0,0.0,507620.7578947351,0.0,0.0,0.
154.0,0.0,0.0,474238.7578947351,0.0,0.0,0.
155.0,0.0,0.0,492398.7578947351,0.0,0.0,0.
156.0,0.0,0.0,467860.7578947351,0.0,0.0,0.
157.0,0.0,0.0,488813.7578947351,0.0,0.0,0.
158.0,0.0,0.0,497709.7578947351,0.0,0.0,0.
159.0,0.0,0.0,491237.7578947351,0.0,0.0,0.
160.0,0.0,0.0,459889.7578947351,0.0,0.0,0.
161.0,0.0,0.0,498464.7578947351,0.0,0.0,0.
162.0,0.0,0.0,481181.7578947351,0.0,0.0,0.
163.0,0.0,0.0,452694.7578947351,0.0,0.0,0.
164.0,0.0,0.0,615428.7578947351,0.0,0.0,0.
165.0,0.0,0.0,587360.7578947351,0.0,0.0,0.
166.0,0.0,0.0,508700.7578947351,0.0,0.0,0.
167.0,0.0,0.0,409334.7578947351,0.0,0.0,0.
168.0,0.0,0.0,538966.7578947351,0.0,0.0,0.
169.0,0.0,0.0,597060.7578947351,0.0,0.0,0.
170.0,0.0,0.0,437629.7578947351,0.0,0.0,0.
171.0,0.0,0.0,523989.7578947351,0.0,0.0,0.
172.0,0.0,0.0,510911.7578947351,0.0,0.0,0.
173.0,0.0,0.0,434180.7578947351,0.0,0.0,0.
174.0,0.0,0.0,605669.7578947351,0.0,0.0,0.
175.0,0.0,0.0,617045.7578947351,0.0,0.0,0.
176.0,0.0,0.0,613657.7578947351,0.0,0.0,0.
177.0,0.0,0.0,639523.7578947351,0.0,0.0,0.
178.0,0.0,1.0,583334.7578947351,0.0,0.0,0.
179.0,0.0,0.0,574621.7578947351,0.0,0.0,0.
180.0,0.0,0.0,580128.7578947351,0.0,0.0,0.
181.0,0.0,0.0,514445.7578947351,0.0,0.0,0.
182.0,0.0,0.0,514277.7578947351,0.0,0.0,0.
183.0,0.0,0.0,496710.7578947351,0.0,0.0,0.
184.0,0.0,0.0,485509.7578947351,0.0,0.0,0.
185.0,0.0,0.0,528867.7578947351,0.0,0.0,0.
186.0,0.0,0.0,549089.7578947351,0.0,0.0,0.
187.0,0.0,0.0,626707.7578947351,0.0,0.0,0.
188.0,0.0,0.0,629129.7578947351,0.0,0.0,0.
189.0,0.0,0.0,630926.7578947351,0.0,0.0,0.
